"","X1","X2"
"AAG06327","AAG06327","PA2939"
"AAG06328","AAG06328","PA2940"
"AAG06329","AAG06329","PA2941"
"AAG06330","AAG06330","PA2942"
"AAG06331","AAG06331","PA2943"
"AAG06332","AAG06332","PA2944"
"AAG06333","AAG06333","PA2945"
"AAG06334","AAG06334","PA2946"
"AAG06335","AAG06335","PA2947"
"AAG06336","AAG06336","PA2948"
"AAG06337","AAG06337","PA2949"
"AAG06338","AAG06338","PA2950"
"AAG06339","AAG06339","PA2951"
"AAG06340","AAG06340","PA2952"
"AAG06341","AAG06341","PA2953"
"AAG06342","AAG06342","PA2954"
"AAG06343","AAG06343","PA2955"
"AAG06344","AAG06344","PA2956"
"AAG06345","AAG06345","PA2957"
"AAG06346","AAG06346","PA2958"
"AAG06347","AAG06347","PA2959"
"AAG06348","AAG06348","PA2960"
"AAG06349","AAG06349","PA2961"
"AAG06350","AAG06350","PA2962"
"AAG06351","AAG06351","PA2963"
"AAG06352","AAG06352","PA2964"
"AAG06353","AAG06353","PA2965"
"AAG06354","AAG06354","PA2966"
"AAG06355","AAG06355","PA2967"
"AAG06356","AAG06356","PA2968"
"AAG06357","AAG06357","PA2969"
"AAG06358","AAG06358","PA2970"
"AAG06359","AAG06359","PA2971"
"AAG06360","AAG06360","PA2972"
"AAG06361","AAG06361","PA2973"
"AAG06362","AAG06362","PA2974"
"AAG06363","AAG06363","PA2975"
"AAG06364","AAG06364","PA2976"
"AAG06365","AAG06365","PA2977"
"AAG06366","AAG06366","PA2978"
"AAG06367","AAG06367","PA2979"
"AAG06368","AAG06368","PA2980"
"AAG06369","AAG06369","PA2981"
"AAG06370","AAG06370","PA2982"
"AAG06371","AAG06371","PA2983"
"AAG06372","AAG06372","PA2984"
"AAG06373","AAG06373","PA2985"
"AAG06374","AAG06374","PA2986"
"AAG06375","AAG06375","PA2987"
"AAG06376","AAG06376","PA2988"
"AAG06377","AAG06377","PA2989"
"AAG06378","AAG06378","PA2990"
"AAG06379","AAG06379","PA2991"
"AAG06380","AAG06380","PA2992"
"AAG06381","AAG06381","PA2993"
"AAG06382","AAG06382","PA2994"
"AAG06383","AAG06383","PA2995"
"AAG06384","AAG06384","PA2996"
"AAG06385","AAG06385","PA2997"
"AAG06386","AAG06386","PA2998"
"AAG06387","AAG06387","PA2999"
"AAG06388","AAG06388","PA3000"
"AAG06389","AAG06389","PA3001"
"AAG06390","AAG06390","PA3002"
"AAG06391","AAG06391","PA3003"
"AAG06392","AAG06392","PA3004"
"AAG06393","AAG06393","PA3005"
"AAG06394","AAG06394","PA3006"
"AAG06395","AAG06395","PA3007"
"AAG06396","AAG06396","PA3008"
"AAG06397","AAG06397","PA3009"
"AAG06398","AAG06398","PA3010"
"AAG06399","AAG06399","PA3011"
"AAG06400","AAG06400","PA3012"
"AAG06401","AAG06401","PA3013"
"AAG06402","AAG06402","PA3014"
"AAG06403","AAG06403","PA3015"
"AAG06404","AAG06404","PA3016"
"AAG06405","AAG06405","PA3017"
"AAG06406","AAG06406","PA3018"
"AAG06407","AAG06407","PA3019"
"AAG06408","AAG06408","PA3020"
"AAG06409","AAG06409","PA3021"
"AAG06410","AAG06410","PA3022"
"AAG06411","AAG06411","PA3023"
"AAG06412","AAG06412","PA3024"
"AAG06413","AAG06413","PA3025"
"AAG06414","AAG06414","PA3026"
"AAG06415","AAG06415","PA3027"
"AAG06416","AAG06416","PA3028"
"AAG06417","AAG06417","PA3029"
"AAG06418","AAG06418","PA3030"
"AAG06419","AAG06419","PA3031"
"AAG06420","AAG06420","PA3032"
"AAG06421","AAG06421","PA3033"
"AAG06422","AAG06422","PA3034"
"AAG06423","AAG06423","PA3035"
"AAG06424","AAG06424","PA3036"
"AAG06425","AAG06425","PA3037"
"AAG06426","AAG06426","PA3038"
"AAG06427","AAG06427","PA3039"
"AAG06428","AAG06428","PA3040"
"AAG06429","AAG06429","PA3041"
"AAG06430","AAG06430","PA3042"
"AAG06431","AAG06431","PA3043"
"AAG06432","AAG06432","PA3044"
"AAG06433","AAG06433","PA3045"
"AAG06434","AAG06434","PA3046"
"AAG06435","AAG06435","PA3047"
"AAG06436","AAG06436","PA3048"
"AAG06437","AAG06437","PA3049"
"AAG06438","AAG06438","PA3050"
"AAG06439","AAG06439","PA3051"
"AAG06440","AAG06440","PA3052"
"AAG06441","AAG06441","PA3053"
"AAG06442","AAG06442","PA3054"
"AAG06443","AAG06443","PA3055"
"AAG06444","AAG06444","PA3056"
"AAG06445","AAG06445","PA3057"
"AAG06446","AAG06446","PA3058"
"AAG06447","AAG06447","PA3059"
"AAG06448","AAG06448","PA3060"
"AAG06449","AAG06449","PA3061"
"AAG06450","AAG06450","PA3062"
"AAG06451","AAG06451","PA3063"
"AAG06452","AAG06452","PA3064"
"AAG06453","AAG06453","PA3065"
"AAG06454","AAG06454","PA3066"
"AAG06455","AAG06455","PA3067"
"AAG06456","AAG06456","PA3068"
"AAG06457","AAG06457","PA3069"
"AAG06458","AAG06458","PA3070"
"AAG06459","AAG06459","PA3071"
"AAG06460","AAG06460","PA3072"
"AAG06461","AAG06461","PA3073"
"AAG06462","AAG06462","PA3074"
"AAG06463","AAG06463","PA3075"
"AAG06464","AAG06464","PA3076"
"AAG06465","AAG06465","PA3077"
"AAG06466","AAG06466","PA3078"
"AAG06467","AAG06467","PA3079"
"AAG06468","AAG06468","PA3080"
"AAG06469","AAG06469","PA3081"
"AAG06470","AAG06470","PA3082"
"AAG06471","AAG06471","PA3083"
"AAG06472","AAG06472","PA3084"
"AAG06473","AAG06473","PA3085"
"AAG06474","AAG06474","PA3086"
"AAG06475","AAG06475","PA3087"
"AAG06476","AAG06476","PA3088"
"AAG06477","AAG06477","PA3089"
"AAG06478","AAG06478","PA3090"
"AAG06479","AAG06479","PA3091"
"AAG06480","AAG06480","PA3092"
"AAG06481","AAG06481","PA3093"
"AAG06482","AAG06482","PA3094"
"AAG06483","AAG06483","PA3095"
"AAG06484","AAG06484","PA3096"
"AAG06485","AAG06485","PA3097"
"AAG06486","AAG06486","PA3098"
"AAG06487","AAG06487","PA3099"
"AAG06488","AAG06488","PA3100"
"AAG06489","AAG06489","PA3101"
"AAG06490","AAG06490","PA3102"
"AAG06491","AAG06491","PA3103"
"AAG06492","AAG06492","PA3104"
"AAG06493","AAG06493","PA3105"
"AAG06494","AAG06494","PA3106"
"AAG06495","AAG06495","PA3107"
"AAG06496","AAG06496","PA3108"
"AAG06497","AAG06497","PA3109"
"AAG06498","AAG06498","PA3110"
"AAG06499","AAG06499","PA3111"
"AAG06500","AAG06500","PA3112"
"AAG06501","AAG06501","PA3113"
"AAG06502","AAG06502","PA3114"
"AAG06503","AAG06503","PA3115"
"AAG06504","AAG06504","PA3116"
"AAG06505","AAG06505","PA3117"
"AAG06506","AAG06506","PA3118"
"AAG06507","AAG06507","PA3119"
"AAG06508","AAG06508","PA3120"
"AAG06509","AAG06509","PA3121"
"AAG06510","AAG06510","PA3122"
"AAG06511","AAG06511","PA3123"
"AAG06512","AAG06512","PA3124"
"AAG06513","AAG06513","PA3125"
"AAG06514","AAG06514","PA3126"
"AAG06515","AAG06515","PA3127"
"AAG06516","AAG06516","PA3128"
"AAG06517","AAG06517","PA3129"
"AAG06518","AAG06518","PA3130"
"AAG06519","AAG06519","PA3131"
"AAG06520","AAG06520","PA3132"
"AAG06521","AAG06521","PA3133"
"AAG06522","AAG06522","PA3134"
"AAG06523","AAG06523","PA3135"
"AAG06524","AAG06524","PA3136"
"AAG06525","AAG06525","PA3137"
"AAG06526","AAG06526","PA3138"
"AAG06527","AAG06527","PA3139"
"AAG06528","AAG06528","PA3140"
"AAG06529","AAG06529","PA3141"
"AAG06530","AAG06530","PA3142"
"AAG06531","AAG06531","PA3143"
"AAG06532","AAG06532","PA3144"
"AAG06533","AAG06533","PA3145"
"AAG06534","AAG06534","PA3146"
"AAG06535","AAG06535","PA3147"
"AAG06536","AAG06536","PA3148"
"AAG06537","AAG06537","PA3149"
"AAG06538","AAG06538","PA3150"
"AAG06539","AAG06539","PA3151"
"AAG06540","AAG06540","PA3152"
"AAG06541","AAG06541","PA3153"
"AAG06542","AAG06542","PA3154"
"AAG06543","AAG06543","PA3155"
"AAG06544","AAG06544","PA3156"
"AAG06545","AAG06545","PA3157"
"AAG06546","AAG06546","PA3158"
"AAG06547","AAG06547","PA3159"
"AAG06548","AAG06548","PA3160"
"AAG06549","AAG06549","PA3161"
"AAG06550","AAG06550","PA3162"
"AAG06551","AAG06551","PA3163"
"AAG06553","AAG06553","PA3165"
"AAG06554","AAG06554","PA3166"
"AAG06555","AAG06555","PA3167"
"AAG06556","AAG06556","PA3168"
"AAG06557","AAG06557","PA3169"
"AAG06558","AAG06558","PA3170"
"AAG06559","AAG06559","PA3171"
"AAG06560","AAG06560","PA3172"
"AAG06561","AAG06561","PA3173"
"AAG06562","AAG06562","PA3174"
"AAG06563","AAG06563","PA3175"
"AAG06564","AAG06564","PA3176"
"AAG06565","AAG06565","PA3177"
"AAG06566","AAG06566","PA3178"
"AAG06567","AAG06567","PA3179"
"AAG06568","AAG06568","PA3180"
"AAG06569","AAG06569","PA3181"
"AAG06570","AAG06570","PA3182"
"AAG06571","AAG06571","PA3183"
"AAG06572","AAG06572","PA3184"
"AAG06573","AAG06573","PA3185"
"AAG06574","AAG06574","PA3186"
"AAG06575","AAG06575","PA3187"
"AAG06576","AAG06576","PA3188"
"AAG06577","AAG06577","PA3189"
"AAG06578","AAG06578","PA3190"
"AAG06579","AAG06579","PA3191"
"AAG06580","AAG06580","PA3192"
"AAG06581","AAG06581","PA3193"
"AAG06582","AAG06582","PA3194"
"AAG06583","AAG06583","PA3195"
"AAG06584","AAG06584","PA3196"
"AAG06585","AAG06585","PA3197"
"AAG06586","AAG06586","PA3198"
"AAG06587","AAG06587","PA3199"
"AAG06588","AAG06588","PA3200"
"AAG06589","AAG06589","PA3201"
"AAG06590","AAG06590","PA3202"
"AAG06591","AAG06591","PA3203"
"AAG06592","AAG06592","PA3204"
"AAG06593","AAG06593","PA3205"
"AAG06594","AAG06594","PA3206"
"AAG06595","AAG06595","PA3207"
"AAG06596","AAG06596","PA3208"
"AAG06597","AAG06597","PA3209"
"AAG06598","AAG06598","PA3210"
"AAG06599","AAG06599","PA3211"
"AAG06600","AAG06600","PA3212"
"AAG06601","AAG06601","PA3213"
"AAG06602","AAG06602","PA3214"
"AAG06603","AAG06603","PA3215"
"AAG06604","AAG06604","PA3216"
"AAG06605","AAG06605","PA3217"
"AAG06606","AAG06606","PA3218"
"AAG06607","AAG06607","PA3219"
"AAG06608","AAG06608","PA3220"
"AAG06609","AAG06609","PA3221"
"AAG06610","AAG06610","PA3222"
"AAG06611","AAG06611","PA3223"
"AAG06612","AAG06612","PA3224"
"AAG06613","AAG06613","PA3225"
"AAG06614","AAG06614","PA3226"
"AAG06615","AAG06615","PA3227"
"AAG06616","AAG06616","PA3228"
"AAG06617","AAG06617","PA3229"
"AAG06618","AAG06618","PA3230"
"AAG06619","AAG06619","PA3231"
"AAG06620","AAG06620","PA3232"
"AAG06621","AAG06621","PA3233"
"AAG06622","AAG06622","PA3234"
"AAG06623","AAG06623","PA3235"
"AAG06624","AAG06624","PA3236"
"AAG06625","AAG06625","PA3237"
"AAG06626","AAG06626","PA3238"
"AAG06627","AAG06627","PA3239"
"AAG06628","AAG06628","PA3240"
"AAG06629","AAG06629","PA3241"
"AAG06630","AAG06630","PA3242"
"AAG06631","AAG06631","PA3243"
"AAG06632","AAG06632","PA3244"
"AAG06633","AAG06633","PA3245"
"AAG06634","AAG06634","PA3246"
"AAG06635","AAG06635","PA3247"
"AAG06636","AAG06636","PA3248"
"AAG06637","AAG06637","PA3249"
"AAG06638","AAG06638","PA3250"
"AAG06639","AAG06639","PA3251"
"AAG06640","AAG06640","PA3252"
"AAG06641","AAG06641","PA3253"
"AAG06642","AAG06642","PA3254"
"AAG06643","AAG06643","PA3255"
"AAG06644","AAG06644","PA3256"
"AAG06645","AAG06645","PA3257"
"AAG06646","AAG06646","PA3258"
"AAG06647","AAG06647","PA3259"
"AAG06648","AAG06648","PA3260"
"AAG06649","AAG06649","PA3261"
"AAG06650","AAG06650","PA3262"
"AAG06651","AAG06651","PA3263"
"AAG06652","AAG06652","PA3264"
"AAG06653","AAG06653","PA3265"
"AAG06654","AAG06654","PA3266"
"AAG06655","AAG06655","PA3267"
"AAG06656","AAG06656","PA3268"
"AAG06657","AAG06657","PA3269"
"AAG06658","AAG06658","PA3270"
"AAG06659","AAG06659","PA3271"
"AAG06660","AAG06660","PA3272"
"AAG06661","AAG06661","PA3273"
"AAG06662","AAG06662","PA3274"
"AAG06663","AAG06663","PA3275"
"AAG06664","AAG06664","PA3276"
"AAG06665","AAG06665","PA3277"
"AAG06666","AAG06666","PA3278"
"AAG06667","AAG06667","PA3279"
"AAG06668","AAG06668","PA3280"
"AAG06669","AAG06669","PA3281"
"AAG06670","AAG06670","PA3282"
"AAG06671","AAG06671","PA3283"
"AAG06672","AAG06672","PA3284"
"AAG06673","AAG06673","PA3285"
"AAG06674","AAG06674","PA3286"
"AAG06675","AAG06675","PA3287"
"AAG06676","AAG06676","PA3288"
"AAG06677","AAG06677","PA3289"
"AAG06678","AAG06678","PA3290"
"AAG06679","AAG06679","PA3291"
"AAG06680","AAG06680","PA3292"
"AAG06681","AAG06681","PA3293"
"AAG06682","AAG06682","PA3294"
"AAG06683","AAG06683","PA3295"
"AAG06684","AAG06684","PA3296"
"AAG06685","AAG06685","PA3297"
"AAG06686","AAG06686","PA3298"
"AAG06687","AAG06687","PA3299"
"AAG06688","AAG06688","PA3300"
"AAG06689","AAG06689","PA3301"
"AAG06690","AAG06690","PA3302"
"AAG06691","AAG06691","PA3303"
"AAG06692","AAG06692","PA3304"
"AAG06693","AAG06693","PA3305"
"AAG06694","AAG06694","PA3306"
"AAG06695","AAG06695","PA3307"
"AAG06696","AAG06696","PA3308"
"AAG06697","AAG06697","PA3309"
"AAG06698","AAG06698","PA3310"
"AAG06699","AAG06699","PA3311"
"AAG06700","AAG06700","PA3312"
"AAG06701","AAG06701","PA3313"
"AAG06702","AAG06702","PA3314"
"AAG06703","AAG06703","PA3315"
"AAG06704","AAG06704","PA3316"
"AAG06705","AAG06705","PA3317"
"AAG06706","AAG06706","PA3318"
"AAG06707","AAG06707","PA3319"
"AAG06708","AAG06708","PA3320"
"AAG06709","AAG06709","PA3321"
"AAG06710","AAG06710","PA3322"
"AAG06711","AAG06711","PA3323"
"AAG06712","AAG06712","PA3324"
"AAG06713","AAG06713","PA3325"
"AAG06714","AAG06714","PA3326"
"AAG06715","AAG06715","PA3327"
"AAG06716","AAG06716","PA3328"
"AAG06717","AAG06717","PA3329"
"AAG06718","AAG06718","PA3330"
"AAG06719","AAG06719","PA3331"
"AAG06720","AAG06720","PA3332"
"AAG06721","AAG06721","PA3333"
"AAG06722","AAG06722","PA3334"
"AAG06723","AAG06723","PA3335"
"AAG06724","AAG06724","PA3336"
"AAG06725","AAG06725","PA3337"
"AAG06726","AAG06726","PA3338"
"AAG06727","AAG06727","PA3339"
"AAG06728","AAG06728","PA3340"
"AAG06729","AAG06729","PA3341"
"AAG06730","AAG06730","PA3342"
"AAG06731","AAG06731","PA3343"
"AAG06732","AAG06732","PA3344"
"AAG06733","AAG06733","PA3345"
"AAG06734","AAG06734","PA3346"
"AAG06735","AAG06735","PA3347"
"AAG06736","AAG06736","PA3348"
"AAG06737","AAG06737","PA3349"
"AAG06738","AAG06738","PA3350"
"AAG06739","AAG06739","PA3351"
"AAG06740","AAG06740","PA3352"
"AAG06741","AAG06741","PA3353"
"AAG06742","AAG06742","PA3354"
"AAG06743","AAG06743","PA3355"
"AAG06744","AAG06744","PA3356"
"AAG06745","AAG06745","PA3357"
"AAG06746","AAG06746","PA3358"
"AAG06747","AAG06747","PA3359"
"AAG06748","AAG06748","PA3360"
"AAG06749","AAG06749","PA3361"
"AAG06750","AAG06750","PA3362"
"AAG06751","AAG06751","PA3363"
"AAG06752","AAG06752","PA3364"
"AAG06753","AAG06753","PA3365"
"AAG06754","AAG06754","PA3366"
"AAG06755","AAG06755","PA3367"
"AAG06756","AAG06756","PA3368"
"AAG06757","AAG06757","PA3369"
"AAG06758","AAG06758","PA3370"
"AAG06759","AAG06759","PA3371"
"AAG06760","AAG06760","PA3372"
"AAG06761","AAG06761","PA3373"
"AAG06762","AAG06762","PA3374"
"AAG06763","AAG06763","PA3375"
"AAG06764","AAG06764","PA3376"
"AAG06765","AAG06765","PA3377"
"AAG06766","AAG06766","PA3378"
"AAG06767","AAG06767","PA3379"
"AAG06768","AAG06768","PA3380"
"AAG06769","AAG06769","PA3381"
"AAG06770","AAG06770","PA3382"
"AAG06771","AAG06771","PA3383"
"AAG06772","AAG06772","PA3384"
"AAG06773","AAG06773","PA3385"
"AAG06774","AAG06774","PA3386"
"AAG06775","AAG06775","PA3387"
"AAG06776","AAG06776","PA3388"
"AAG06777","AAG06777","PA3390"
"AAG06778","AAG06778","PA3389"
"AAG06779","AAG06779","PA3391"
"AAG06780","AAG06780","PA3392"
"AAG06781","AAG06781","PA3393"
"AAG06782","AAG06782","PA3394"
"AAG06783","AAG06783","PA3395"
"AAG06784","AAG06784","PA3396"
"AAG06785","AAG06785","PA3397"
"AAG06786","AAG06786","PA3398"
"AAG06787","AAG06787","PA3399"
"AAG06788","AAG06788","PA3400"
"AAG06789","AAG06789","PA3401"
"AAG06790","AAG06790","PA3402"
"AAG06791","AAG06791","PA3403"
"AAG06792","AAG06792","PA3404"
"AAG06793","AAG06793","PA3405"
"AAG06794","AAG06794","PA3406"
"AAG06795","AAG06795","PA3407"
"AAG06796","AAG06796","PA3408"
"AAG06797","AAG06797","PA3409"
"AAG06798","AAG06798","PA3410"
"AAG06799","AAG06799","PA3411"
"AAG06800","AAG06800","PA3412"
"AAG06801","AAG06801","PA3413"
"AAG06802","AAG06802","PA3414"
"AAG06803","AAG06803","PA3415"
"AAG06804","AAG06804","PA3416"
"AAG06805","AAG06805","PA3417"
"AAG06806","AAG06806","PA3418"
"AAG06807","AAG06807","PA3419"
"AAG06808","AAG06808","PA3420"
"AAG06809","AAG06809","PA3421"
"AAG06810","AAG06810","PA3422"
"AAG06811","AAG06811","PA3423"
"AAG06812","AAG06812","PA3424"
"AAG06813","AAG06813","PA3425"
"AAG06814","AAG06814","PA3426"
"AAG06815","AAG06815","PA3427"
"AAG06816","AAG06816","PA3428"
"AAG06817","AAG06817","PA3429"
"AAG06818","AAG06818","PA3430"
"AAG06819","AAG06819","PA3431"
"AAG06820","AAG06820","PA3432"
"AAG06821","AAG06821","PA3433"
"AAG06822","AAG06822","PA3434"
"AAG06823","AAG06823","PA3435"
"AAG06824","AAG06824","PA3436"
"AAG06825","AAG06825","PA3437"
"AAG06826","AAG06826","PA3438"
"AAG06827","AAG06827","PA3439"
"AAG06828","AAG06828","PA3440"
"AAG06829","AAG06829","PA3441"
"AAG06830","AAG06830","PA3442"
"AAG06831","AAG06831","PA3443"
"AAG06832","AAG06832","PA3444"
"AAG06833","AAG06833","PA3445"
"AAG06834","AAG06834","PA3446"
"AAG06835","AAG06835","PA3447"
"AAG06836","AAG06836","PA3448"
"AAG06837","AAG06837","PA3449"
"AAG06838","AAG06838","PA3450"
"AAG06839","AAG06839","PA3451"
"AAG06840","AAG06840","PA3452"
"AAG06841","AAG06841","PA3453"
"AAG06842","AAG06842","PA3454"
"AAG06843","AAG06843","PA3455"
"AAG06844","AAG06844","PA3456"
"AAG06845","AAG06845","PA3457"
"AAG06846","AAG06846","PA3458"
"AAG06847","AAG06847","PA3459"
"AAG06848","AAG06848","PA3460"
"AAG06849","AAG06849","PA3461"
"AAG06850","AAG06850","PA3462"
"AAG06851","AAG06851","PA3463"
"AAG06852","AAG06852","PA3464"
"AAG06853","AAG06853","PA3465"
"AAG06854","AAG06854","PA3466"
"AAG06855","AAG06855","PA3467"
"AAG06856","AAG06856","PA3468"
"AAG06857","AAG06857","PA3469"
"AAG06858","AAG06858","PA3470"
"AAG06859","AAG06859","PA3471"
"AAG06860","AAG06860","PA3472"
"AAG06861","AAG06861","PA3473"
"AAG06862","AAG06862","PA3474"
"AAG06863","AAG06863","PA3475"
"AAG06864","AAG06864","PA3476"
"AAG06865","AAG06865","PA3477"
"AAG06866","AAG06866","PA3478"
"AAG06867","AAG06867","PA3479"
"AAG06868","AAG06868","PA3480"
"AAG06869","AAG06869","PA3481"
"AAG06870","AAG06870","PA3482"
"AAG06871","AAG06871","PA3483"
"AAG06872","AAG06872","PA3484"
"AAG06873","AAG06873","PA3485"
"AAG06874","AAG06874","PA3486"
"AAG06875","AAG06875","PA3487"
"AAG06876","AAG06876","PA3488"
"AAG06877","AAG06877","PA3489"
"AAG06878","AAG06878","PA3490"
"AAG06879","AAG06879","PA3491"
"AAG06880","AAG06880","PA3492"
"AAG06881","AAG06881","PA3493"
"AAG06882","AAG06882","PA3494"
"AAG06883","AAG06883","PA3495"
"AAG06884","AAG06884","PA3496"
"AAG06885","AAG06885","PA3497"
"AAG06886","AAG06886","PA3498"
"AAG06887","AAG06887","PA3499"
"AAG06888","AAG06888","PA3500"
"AAG06889","AAG06889","PA3501"
"AAG06890","AAG06890","PA3502"
"AAG06891","AAG06891","PA3503"
"AAG06892","AAG06892","PA3504"
"AAG06893","AAG06893","PA3505"
"AAG06894","AAG06894","PA3506"
"AAG06895","AAG06895","PA3507"
"AAG06896","AAG06896","PA3508"
"AAG06897","AAG06897","PA3509"
"AAG06898","AAG06898","PA3510"
"AAG06899","AAG06899","PA3511"
"AAG06900","AAG06900","PA3512"
"AAG06901","AAG06901","PA3513"
"AAG06902","AAG06902","PA3514"
"AAG06903","AAG06903","PA3515"
"AAG06904","AAG06904","PA3516"
"AAG06905","AAG06905","PA3517"
"AAG06906","AAG06906","PA3518"
"AAG06907","AAG06907","PA3519"
"AAG06908","AAG06908","PA3520"
"AAG06909","AAG06909","PA3521"
"AAG06910","AAG06910","PA3522"
"AAG06911","AAG06911","PA3523"
"AAG06912","AAG06912","PA3524"
"AAG06913","AAG06913","PA3525"
"AAG06914","AAG06914","PA3526"
"AAG06915","AAG06915","PA3527"
"AAG06916","AAG06916","PA3528"
"AAG06917","AAG06917","PA3529"
"AAG06918","AAG06918","PA3530"
"AAG06919","AAG06919","PA3531"
"AAG06920","AAG06920","PA3532"
"AAG06921","AAG06921","PA3533"
"AAG06922","AAG06922","PA3534"
"AAG06923","AAG06923","PA3535"
"AAG06924","AAG06924","PA3536"
"AAG06925","AAG06925","PA3537"
"AAG06926","AAG06926","PA3538"
"AAG06927","AAG06927","PA3539"
"AAG06928","AAG06928","PA3540"
"AAG06929","AAG06929","PA3541"
"AAG06930","AAG06930","PA3542"
"AAG06931","AAG06931","PA3543"
"AAG06932","AAG06932","PA3544"
"AAG06933","AAG06933","PA3545"
"AAG06934","AAG06934","PA3546"
"AAG06935","AAG06935","PA3547"
"AAG06936","AAG06936","PA3548"
"AAG06937","AAG06937","PA3549"
"AAG06938","AAG06938","PA3550"
"AAG06939","AAG06939","PA3551"
"AAG06940","AAG06940","PA3552"
"AAG06941","AAG06941","PA3553"
"AAG06942","AAG06942","PA3554"
"AAG06943","AAG06943","PA3555"
"AAG06944","AAG06944","PA3556"
"AAG06945","AAG06945","PA3557"
"AAG06946","AAG06946","PA3558"
"AAG06947","AAG06947","PA3559"
"AAG06948","AAG06948","PA3560"
"AAG06949","AAG06949","PA3561"
"AAG06950","AAG06950","PA3562"
"AAG06951","AAG06951","PA3563"
"AAG06952","AAG06952","PA3564"
"AAG06953","AAG06953","PA3565"
"AAG06954","AAG06954","PA3566"
"AAG06955","AAG06955","PA3567"
"AAG06956","AAG06956","PA3568"
"AAG06957","AAG06957","PA3569"
"AAG06958","AAG06958","PA3570"
"AAG06959","AAG06959","PA3571"
"AAG06960","AAG06960","PA3572"
"AAG06961","AAG06961","PA3573"
"AAG06962","AAG06962","PA3574"
"AAG06963","AAG06963","PA3575"
"AAG06964","AAG06964","PA3576"
"AAG06965","AAG06965","PA3577"
"AAG06966","AAG06966","PA3578"
"AAG06967","AAG06967","PA3579"
"AAG06968","AAG06968","PA3580"
"AAG06969","AAG06969","PA3581"
"AAG06970","AAG06970","PA3582"
"AAG06971","AAG06971","PA3583"
"AAG06972","AAG06972","PA3584"
"AAG06973","AAG06973","PA3585"
"AAG06974","AAG06974","PA3586"
"AAG06975","AAG06975","PA3587"
"AAG06976","AAG06976","PA3588"
"AAG06977","AAG06977","PA3589"
"AAG06978","AAG06978","PA3590"
"AAG06979","AAG06979","PA3591"
"AAG06980","AAG06980","PA3592"
"AAG06981","AAG06981","PA3593"
"AAG06982","AAG06982","PA3594"
"AAG06983","AAG06983","PA3595"
"AAG06984","AAG06984","PA3596"
"AAG06985","AAG06985","PA3597"
"AAG06986","AAG06986","PA3598"
"AAG06987","AAG06987","PA3599"
"AAG06988","AAG06988","PA3600"
"AAG06989","AAG06989","PA3601"
"AAG06990","AAG06990","PA3602"
"AAG06991","AAG06991","PA3603"
"AAG06992","AAG06992","PA3604"
"AAG06993","AAG06993","PA3605"
"AAG06994","AAG06994","PA3606"
"AAG06995","AAG06995","PA3607"
"AAG06996","AAG06996","PA3608"
"AAG06997","AAG06997","PA3609"
"AAG06998","AAG06998","PA3610"
"AAG06999","AAG06999","PA3611"
"AAG07000","AAG07000","PA3612"
"AAG07001","AAG07001","PA3613"
"AAG07002","AAG07002","PA3614"
"AAG07003","AAG07003","PA3615"
"AAG07004","AAG07004","PA3616"
"AAG07005","AAG07005","PA3617"
"AAG07006","AAG07006","PA3618"
"AAG07007","AAG07007","PA3619"
"AAG07008","AAG07008","PA3620"
"AAG07009","AAG07009","PA3621"
"AAG07010","AAG07010","PA3622"
"AAG07011","AAG07011","PA3623"
"AAG07012","AAG07012","PA3624"
"AAG07013","AAG07013","PA3625"
"AAG07014","AAG07014","PA3626"
"AAG07015","AAG07015","PA3627"
"AAG07016","AAG07016","PA3628"
"AAG07017","AAG07017","PA3629"
"AAG07018","AAG07018","PA3630"
"AAG07019","AAG07019","PA3631"
"AAG07020","AAG07020","PA3632"
"AAG07021","AAG07021","PA3633"
"AAG07022","AAG07022","PA3634"
"AAG07023","AAG07023","PA3635"
"AAG07024","AAG07024","PA3636"
"AAG07025","AAG07025","PA3637"
"AAG07026","AAG07026","PA3638"
"AAG07027","AAG07027","PA3639"
"AAG07028","AAG07028","PA3640"
"AAG07029","AAG07029","PA3641"
"AAG07030","AAG07030","PA3642"
"AAG07031","AAG07031","PA3643"
"AAG07032","AAG07032","PA3644"
"AAG07033","AAG07033","PA3645"
"AAG07034","AAG07034","PA3646"
"AAG07035","AAG07035","PA3647"
"AAG07036","AAG07036","PA3648"
"AAG07037","AAG07037","PA3649"
"AAG07038","AAG07038","PA3650"
"AAG07039","AAG07039","PA3651"
"AAG07040","AAG07040","PA3652"
"AAG07041","AAG07041","PA3653"
"AAG07042","AAG07042","PA3654"
"AAG07043","AAG07043","PA3655"
"AAG07044","AAG07044","PA3656"
"AAG07045","AAG07045","PA3657"
"AAG07046","AAG07046","PA3658"
"AAG07047","AAG07047","PA3659"
"AAG07048","AAG07048","PA3660"
"AAG07049","AAG07049","PA3661"
"AAG07050","AAG07050","PA3662"
"AAG07051","AAG07051","PA3663"
"AAG07052","AAG07052","PA3664"
"AAG07053","AAG07053","PA3665"
"AAG07054","AAG07054","PA3666"
"AAG07055","AAG07055","PA3667"
"AAG07056","AAG07056","PA3668"
"AAG07057","AAG07057","PA3669"
"AAG07058","AAG07058","PA3670"
"AAG07059","AAG07059","PA3671"
"AAG07060","AAG07060","PA3672"
"AAG07061","AAG07061","PA3673"
"AAG07062","AAG07062","PA3674"
"AAG07063","AAG07063","PA3675"
